alimento,unidad,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,colesterol_mg,acidos_saturados_g,acidos_monoinsaturados_g,acidos_poliinsaturados_g,acido_folico_mcg,vitamina_a_mcg,calcio_mg,hierro_mg,sodio_mg,potasio_mg,fosforo_mg,zinc_mg,selenio_mcg,carga_glicemica,categoria,pagina,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol,acido_ascorbico_mg,AG saturados_g,AG monoinsaturados_g,AG poliinsaturados_g,cantidad_sugerida,peso_bruto_g,ac_g_saturados_g,ac_monoinsaturados_g,ac_poliinsaturados_g,AG poliinsaturados (g),AG monoinsaturados (g)
Hojas de parra,23 gramos,23,,21,1.3,0.5,4,2.5,,0,0,0,0,316.5,,83.5,0.6,2.1,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Hojas de pata de paloma,1/4 taza,25,,17,0.7,0.3,3.5,0.4,,0,0,0,0,18.2,,12.9,1.3,,,26.2,,,,verduras,page_022.png,,,,,,,,,,,,,,,
"Hojas de remolacha, crudas",2 hojas,64,,14,1.4,0.1,2.8,2.4,,0,0,0,0,202.2,,74.9,1.6,,,144.6,,,,verduras,page_022.png,,,,,,,,,,,,,,,
"Hojas de remolacha, cocidas",1/2 taza,72,,19,1.9,0.1,3.9,2.1,,0,0,0,0,603.4,,82.1,1.4,487.7,,173.5,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Hongo portobello crudo,1 pieza,81,,21,2,0.2,4.1,1.2,,0.1,0,0,0.1,0,,6.5,0.5,394.4,,55.2,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Hongo shiitake deshidratado,1 pieza,4,,11,0.3,0,2.7,1.2,,0,0,0,0,0.1,,0.4,0.1,105.9,,0,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Hongos crudos,1 taza,63,,17,1.8,0.3,4.8,2.4,,,,,,13.2,,12,2.7,233.1,,65.2,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Huauzontle,1/2 taza,40,,24,1.8,0.1,4.1,1.2,,,,,,,7.6,,0.3,107.5,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Huitlacoche cocido,1/3 taza,66,,20,1.8,0.1,3.8,1.4,,,,,,,7.2,,0.3,90.1,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Ibes frescos,1/4 taza,31,,23,1.8,0.1,5.3,2.9,,,,,,7.2,,0.3,,28.2,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jícama picada,1/2 pieza,60,,23,1,0.2,4.5,1.4,,,,,,,,,,26.4,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate bola,1 pieza,116,,21,1,0.1,4.2,1.3,,,,,,,,10.8,,23.2,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate cereza,4 pieza,108,,19,1,0.1,3.7,1.1,,,,,,,,9.5,,12.5,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate deshidratado,5 pieza,95,,17,1.1,0.1,4.3,1.2,,,,,,,,12.5,,52.4,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate guaje saladet,2 pieza,124,,23,1.1,0.2,4.8,1.5,,,,,,,,12.4,,29.2,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate verde,1 pieza,123,,28,1.5,0.2,6.3,1.4,,,,,,,,16,,34,,,,,,verduras,page_022.png,,,,,,,,,,,,,,,
Jitomate (mitómate),pieza,75,65,23,1,0.1,4.6,,,0,,,,54.8,5.8,38.1,3.9,133.5,5.2,161.3,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Jugo de tomate,1/2 taza,122,121,21,0.9,0.1,5.1,,,0,,,,22.2,24.3,12.2,0.5,278.2,326.8,27.9,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Jugo de verduras,1/2 taza,121,59,23,0.8,0.1,5.5,,,0,,,,33.5,25.4,13.3,0.5,233.5,326.7,94.4,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Jugo de zanahoria,1/4 taza,59,46,24,0.6,0.1,4,,,0.2,,,,5,2.4,14.1,0.3,172.2,17,56.4,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Kale,2/3 taza,135,141,23,1.7,0.4,4.5,,,0,,,,,86.6,44.7,1.3,334.3,110.8,228.6,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga,3 taza,140,140,24,1.7,0.4,4.6,,,0,,,,184.1,,46.2,1.4,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga francesa,2 taza,140,140,20,1.5,0.4,4.3,,,0,,,,,,46.2,1.4,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga italiana,2 taza,140,140,20,1.7,0.4,4.3,,,0,,,,,,46.2,1.4,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga laja,1 1/2 taza,105,105,20,1.3,0.2,4.2,,,0,,,,,,11.2,0.6,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga orejona,2 taza,140,140,24,1.7,0.4,4.6,,,0,,,,,,46.2,1.4,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga romana,2 taza,140,140,24,1.7,0.4,4.6,,,0,,,,,,46.2,1.4,,,,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lechuga sangría,140 gramos,140,140,27,2,0.7,4.1,,,0,,,,3.9,6.3,22.4,2.4,15.4,9.5,35,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lengua de vaca cocida,110 gramos,99,110,19,1.7,0.1,3.2,,,,,,,,43.6,2.4,4,386.1,54.7,129,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Lenteja germinada,1/14 taza,60,46,24,2.9,0.4,4.6,,,,,,,,147,1.2,20.8,,76.9,15.9,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Malva,1/2 taza,10,10,30,1.3,0.1,4.4,,,,,,,21,1.9,8.6,0.4,370,0.4,97.4,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Mezcla de verdura congelada cocidas sin sal,10 gramos,85,100,23,2.7,0.3,3.7,,,,,,,2.6,16.2,17.9,1.2,314.5,3.4,,,,,Verduras,page_023.png,0.1,0,0,,,,,,,,,,,,
Morillas deshidratadas,100 gramos,70,60,24,2.9,0.4,4.6,,,,,,,3,1.5,10,2.1,4.3,0.4,0,,,,Verduras,page_023.png,0,0,0,,,,,,,,,,,,
Morillas frescas,100 gramos,,,,,,,,,,,,,,,,,,,,,,,Verduras,page_023.png,,,,,,,,,,,,,,,
Nabo cocido,1 taza,150,99,22,0.7,0.1,5,,,,,,,11.5,8.9,32.7,0.2,15.8,175.2,25.7,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Nopal cocido,1 taza,149,149,22,2,0.1,4.9,,,,,,,7.9,4.5,244,0.7,30,291,24,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Nopal crudo,2 piezas,140,134,22,1.8,0.1,4.5,,,,,,,12.5,4,220.4,0.8,28.2,345.4,21.5,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Nopal crudo de cambray,4 piezas,100,100,27,1.7,0.3,2.9,,,,,,,0,0,0,0,0,0,0,,,,verduras,page_024.png,,,,,,,,,,,,,,,
"Palmito, enlatado",1 pieza,33,33,30,0.8,0.2,1.5,,,,,,,2.6,0,0,0,0,58.4,0,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Papaloquelite crudo,2 taza,120,108,24,1.9,0.3,4.1,,,,,,,20.5,,389.9,9.4,3.4,51.9,3.4,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Papilla de verduras mixtas,1/3 taza,43,43,19,0.5,0,4.1,,,,,,,,,,,,,,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pastas de tomate,2 frasco,30,30,25,1.3,0.1,5.7,,,,,,,0,,,0,0,0,,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pepinos crudos,1 taza,80,80,23,1.1,0,3.3,,,,,,,0,,,,0,0,,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pepinillos dulces,1/3 taza,15,15,20,0.1,0.1,5.3,,,,,,,0,,4,,122,152.9,,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pepino con cáscara rebanado,1 taza,104,104,16,0.7,0.1,3.8,,,,,,,2.9,7.3,16.6,0.3,33.6,332.4,34.8,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Perellí crudo picado,1 taza,60,60,17,0.6,0.1,4,,,,,,,116.9,80,252.6,6.4,2,2,2,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pimiento amarillo crudo chico,1 pieza,75,64,19,0.8,0.1,4.6,,,,,,,51,11,54,13.2,6,6,1.4,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pimiento cocido,1 taza,68,60,17,0.5,0.1,3.8,,,,,,,69.8,39,10.8,,1.2,,1.2,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pimiento fresco (lata drenada),1 lata,150,150,27,1.2,0.5,5.9,,,,,,,,61.5,,1.2,2053.5,,,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pimient morrón chico,1 pieza,75,64,17,0.7,0.1,4,,,,,,,814,29.3,4.5,4.5,0.3,134.5,16,,,,verduras,page_024.png,,,,,,,,,,,,,,,
Pimiento verde crudo chico,1 pieza,75,64,17,0.7,0.1,4,0.6,0,0,,,,51.3,115.5,6.4,0.2,1.1,111.6,1.9,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Poro crudo,1/4 taza,40,32,21,0.5,0.1,4.5,1.2,0,0,,,,3.5,26.6,18.9,0.7,57.6,6.4,4.5,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Puerro crudo,1/4 pieza,22,22,14,0.3,0.1,3.2,0.9,0,0,,,,2.7,18.5,14.2,0.5,40.1,4.5,6.2,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Puerro hervido sin sal,1/2 pieza,62,62,19,0.5,0.1,4.7,0.6,0,0,,,,2.6,25.4,14.9,0.7,53.9,6.2,0,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Purée de jícomate,1/3 taza,73,73,23,1.2,0.2,5.3,1.4,0,0,,,,6.7,8,,0.9,,135,,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Purée de tomate enlatado,1/4 taza,63,63,24,1,0.1,5.6,1.3,0,0,,,,6.6,16.3,,0.8,274.4,175,25,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Cilantro crudo,80 gramos,80,104,17,3.1,0.3,2.6,1.5,0,0,,,,26.1,213.2,98.4,2.4,,400.8,20.9,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Rábano crudo rebanado,1 taza,116,72,26,0.7,0.1,3.5,0.7,0,0,,,,,0,29.5,1.8,234.6,15,4.6,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Romeritos crudos,120 gramos,120,115,28,1.2,0.2,4,2.3,0,0,,,,2.6,11.7,,1.7,314.5,3.4,3.7,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Salsa de chile Salsifi,35 gramos,35,23,18,0.3,0.1,3.4,2,0,0,,,,0,2.3,,0,175.4,41.6,,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Semilla de guaje verde,65 gramos,65,29,28,2.5,0.3,3.7,2.1,0,0,,,,0,0,,0,131.6,8.4,0,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Setas cocidas,1/2 taza,78,85,21,2.7,0.3,3.9,2.1,0,0,,,,0,1.7,,12.6,0,0,0,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Setas crudas,100 gramos,100,86,23,2.1,0.1,4.1,0.8,0,0,,,,0,0,,0,0,0,0,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Tomate verde,5 piezas,75,65,26,0.7,0.1,4.1,0.9,0,0,,,,12.1,107,3,0.3,,82,2.7,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Trigo germinado,1/7 taza,10,115,19,0.7,0.1,4.1,0.1,0,0,,,,0,0,,0,,,,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Verdolaga cocida,1 taza,115,192,21,2.5,0.2,6.6,1.5,0,0,,,,40.3,126.7,230,10.4,124.8,561.6,51.6,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
Verdolaga cruda limpia,2 taza,192,192,31,2.5,0.2,6.6,1.5,0,0,,,,40.3,126.7,230,10.4,124.8,948.5,86.4,,,,Verduras,page_025.png,0,0,0,,,,,,,,,,,,
"Verdura (mezcla) congelada, cocida sin sal",1/2 taza,46,,30,1.3,0.1,4.6,,,0,0,0,0,97.4,1.5,8.6,11.4,0.4,76.9,15.9,0,0,,verduras,page_026.png,,,,,,,,,,,,,,,
Verduras de lata,2/7 taza,56,,20,0.8,0,4,0,,0.1,0,0,0,1,2.1,,11.8,,,,,,,verduras,page_026.png,,,,,,,,,,,,,,,
Xoconostle,3 pieza,102,,18,0.1,0.3,3.7,0,,0,0,0,0,15.7,0,,0.2,,,,,,,verduras,page_026.png,,,,,,,,,,,,,,,
Yemas (hongo) crudas,160 g taza,160,,27,4.8,1.7,6.4,0,,0,0,0,0,6.1,49.2,,28.8,,,,,,,verduras,page_026.png,,,,,,,,,,,,,,,
Yehatamora cruda,50 gramos,50,,21,2,0.4,3.6,0,,0,0,0,0,0.6,41,,16.2,,,,,,,verduras,page_026.png,,,,,,,,,,,,,,,
Zanahoria baby (miniatura) cruda,4 pieza,60,,21,0.4,0.1,4.9,0,,0,0,0,0,1.7,41,,18.2,,,,,,,verduras,page_026.png,,,,,,,,,,,,,,,
Zanahoria picada cruda,1/2 taza,64,,26,0.6,0.2,4.3,0,,0,0,0,0,3.8,21.1,204.8,44.2,22.4,176,38,2,,,verduras,page_026.png,,,,,,,,,,,,,,,
Zanahoria rallada cruda,1/2 taza,55,,23,0.5,0.1,4.1,0,,0,0,0,0,3.2,10.5,18.2,0.2,38,19.3,2,2,,,verduras,page_026.png,,,,,,,,,,,,,,,
Açaí,cda,,24,74,1.2,5.5,14.6,1.2,0,0,0,0,0,,,,,90,529.2,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Agua de coco,1/2 taza,,360,65,1.1,0.7,16.9,0,12,0,0,0,0,,,64.8,4.3,2.5,92.3,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Albaricoque en almíbar,1/4 taza,,65,54,0.4,0.1,13.8,0,13.1,0,0,0,0,2,94.3,,0.2,5,201.5,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Albaricoque en mitades en jugo,1/2 taza,,122,59,0.8,0.1,15.1,0,10.9,0,0,0,0,6,103.5,,0.4,7,349,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Albaricoque en mitades en agua,1 taza,,227,61,1.6,0.4,14.5,0,10.9,0,0,0,0,5.1,167,,0.7,2.3,223.5,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Anona,1 pza,130,130,59,1,0.6,14.7,0.2,5.3,0,0,0,0,,7.4,17.6,,20.6,,6.5,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Arándano fresco,1 1/2 taza,150,147,68,0,0,17.9,0,7.4,0,0,0,0,,8.8,17.6,,1.5,,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Arándano seco con azúcar,1/2 taza,5,5,51,0,0,13.6,0.1,10.7,0,0,0,0,,,,,6.4,,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Blueberries,3/4 taza,109,109,61,0.7,0.4,15.4,0.1,10.6,0,0,0,0,,,6.4,,,94.9,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Blueberries congeladas,3/4 taza,116,116,59,0.5,0.1,14.2,0.1,9.8,0,0,0,0,,,8.1,,,63,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Blueberries congeladas con azúcar,1/4 taza,58,58,47,0.2,0.1,12.6,0,11.4,0,0,0,0,,,4,,,34.5,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Blueberries en azúcar,1 pieza,64,64,56,0.4,0.2,14.1,0,13.1,0,0,0,0,,,1.3,,,119,,0,,,frutas,page_028.png,,,,,,,,,,,,,,,
Breba,1 pieza,200,200,63,1,0.2,22,0,16.1,0,0,0,0,,71,,,42.9,5.7,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Camito blanco morado,130 gramos,130,130,58,2.8,0.9,11.2,0,3.8,0,0,0,0,,,40,,,18,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Calabaza melón,250 gramos,250,250,64,0.5,0.5,17.2,0,8,0,0,0,0,,,43.2,,,1.3,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Caña de azúcar,3 taza,480,96,63,1.4,0,16.1,0,0.6,0,0,0,0,,,,,,,,,,,frutas,page_028.png,,,,,,,,,,,,,,,
Carambolo o carambola,1 1/2 pieza,191,171,53,1.8,0.6,11.5,0,0,0,0,0,0,36.5,24.3,6.8,0.4,279.5,4.1,27,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cereza,20 pieza,136,88,56,0.9,0.2,14.7,0.1,0.3,0,0,0.3,0.3,18.2,3.9,13,0.4,197.6,,16.9,,,22,frutas,page_029.png,,,,,,,,,,,,,,,
Cerezas congeladas,1 taza,155,155,71,1.4,0.7,17.7,0.2,0.2,0,0,0.2,0.2,88,7.8,,0.8,192,2,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cerezas en almibar,1/4 taza,64,64,58,0.5,0,14.9,0,0,0,0,0,0,,5.7,,0.2,59.8,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cerezas Maraschino,4 piezas,20,20,64,0,0,15.6,0,0,0,0,0,0,,,,,8,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Dátiles,4 piezas,140,126,61,1.8,0.5,14,0.2,0.2,0,0,0,0,13.1,17.8,,0.7,373.2,,10.7,,,57,frutas,page_029.png,,,,,,,,,,,,,,,
Chabacano,150 gramos,150,150,114,15.8,1.3,14,0,0,0,0,0,0,,4.6,,0.2,210,,23.8,,,8,frutas,page_029.png,,,,,,,,,,,,,,,
Chagua,1/2 taza,78,75,58,0.3,0.5,13.4,0.1,0,0,0.1,0.4,0,15.8,12.9,,0.6,144.3,,8.8,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cherimoya picada,1/2 taza,53,56,62,0.7,0.2,13.1,1.2,0,0,0,0,0,10.6,34.2,,7.2,273.6,,,,,6,frutas,page_029.png,,,,,,,,,,,,,,,
Chicozapote,1/3 pieza,90,158,59,1.1,0.1,18.1,0.2,0,0,0,0,0,2.4,,,,68.4,,,,,7.1,frutas,page_029.png,,,,,,,,,,,,,,,
Chirimoya,300 gramos,300,198,73,1.1,0.4,12.5,0.7,0,0,0,0,0,,,33.6,,,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Ciricote,3 pieza,83,66,50,0.7,0.4,15.7,0,0,0,0,0,0,4.1,,,,,,,,,4.6,frutas,page_029.png,,,,,,,,,,,,,,,
Ciruela Criolla roja o amarilla,1/2 pieza,56,56,60,0.5,0.1,11.7,0,0,0,0,0,0,1.3,,,0.2,55.8,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Ciruela negra,1/4 pieza,62,62,44,0.3,0.1,10.1,0,0,0,0,0,0,2.5,,,,111.5,,,,,4.5,frutas,page_029.png,,,,,,,,,,,,,,,
Ciruela pasa deshuesada,1/2 pieza,119,119,38,0.5,0.1,10.1,0,0,0,0,0,0,,,,,,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cocktail de frutas en almibar,1 taza,119,119,38,0.5,0.1,10.1,0,0,0,0,0,0,,,,,,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cocktail de frutas enlatado con agua,1/2 taza,,,,,,,,,,,,,,,,,,,,,,,frutas,page_029.png,,,,,,,,,,,,,,,
Cocktail de frutas enlatado con jugo de fruta,1/2 taza,119,119,55,0.6,0,14.1,0,12.9,,,0,0,3,18,,0.3,4.5,,0.3,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Cocoyol,170 gramos,170,43,74,2.5,3.8,9.5,0,,,,0,0,,,84.6,1.9,,,49.3,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Coloc,60 gramos,60,60,61,1.1,0.3,15.4,0,0,,,0,0,,,168,3.2,,230,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Cuinđearon,450 gramos,450,450,32,3.9,0.7,15.9,0,5.6,,,0,0,7.7,117,0.2,0.4,108.2,301,81.3,6.6,,,frutas,page_030.png,,,,,,,,,,,,,,,
Datil seco,2 pieza,17,17,46,0.3,0.3,12.4,0,11,,,0,0,5.4,70,10.6,5.3,59,19,3.8,0,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno amarillo,2 pieza,153,153,60,0.4,0.4,15,0,12.8,,,0,0.1,8.7,82.7,88,13.9,11.1,13.9,0,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno con azúcar congelado,1/4 taza,63,63,59,0.2,0.1,18.3,0,16.7,,,0.4,0,22.5,66,,7.3,,7,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno en almíbar,1/2 taza,126,126,68,1.1,0.1,14.5,0,11.7,,,0,0,24,45,13.2,27.7,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno enlatado en jugo,1 taza,244,244,59,0.8,0,14.5,0,11.9,,,0,0,27,31,32,31,49,120,97.6,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno enlatado en agua,1/2 taza,125,125,55,0.5,0.1,13.4,0,8.1,,,0,0,25.3,62.5,0.3,0.8,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Durazno Prisco,3 pieza,150,132,51,1.2,0.1,12.5,0,11.1,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Frambuesa,1 taza,123,123,64,1.5,0.8,14.7,0.1,5.4,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Fresa entera,17 pza med,204,204,65,1.4,0.6,15.7,0.1,10,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Fresa rebanada,1 taza,166,166,53,1.1,0.5,12.7,0,8.1,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Fresa congeladas con azúcar,1 taza,64,64,50,0.3,0.1,13.4,0,11.9,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Fresas congeladas sin azúcar,1/2 taza,111,111,39,0.5,0.1,10.1,0.1,5.1,,,,,,,,,,,,,,,frutas,page_030.png,,,,,,,,,,,,,,,
Fruta de la pasión,pieza,165,58,56,1.3,0.4,13.5,0,0,0.3,0,0,0,,,16,0.9,202.1,16,38.5,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Fruta picada,taza,140,140,59,0.7,0.3,14.7,0,0,0.1,0,0,0,,,13.1,0.2,213.2,32.5,10.1,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Fruto del pan,85 gramos,85,74,60,1,0.4,14.9,0,0,0,0,0,0,,,,18.9,362.4,1.5,,,,5.6,frutas,page_031.png,,,,,,,,,,,,,,,
Gajos de mandarina,taza,150,105,71,1.4,0.3,14,0,0,0,0,0,0,75.6,45,60,0.2,,271.5,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Gajos de naranja,taza,150,130,50,0.8,0.2,12.5,0,0,0,0,0,0,79.5,22.1,,0,97.5,43,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Gajos de toronja,200 gramos,200,18,18,0,0,13.5,0,0,0,0,0,0,,,,,48.2,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Gibiilla,cda,18,18,64,2.6,1.5,15.7,0,0,0.1,0,0,0,,,1.1,8.1,233.9,18.8,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
"Goji, berries deshidratadas",pieza,120,67,65,1.5,0.3,15.5,0,0.1,0,0,0,0,,,,,226.4,2.6,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Granada China,pieza,190,87,44,0.9,0.3,11.8,0,0,0,0,0,0,,,1.3,,297,2,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Granada roja,pieza,150,63,66,1.6,0.5,17.2,0,0.2,0,0,0,0,,,2,,361,25.2,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Grosellas,1/4 taza,112,63,71,1.8,0.2,15.5,0,0,0,0,0,0,,,1.1,,123.8,8,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Grosellas en almíbar,taza,112,60,63,1,0.2,15.5,0,0,0,0,0,0,,,5,,227.3,50,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Grosellas negras,60 gramos,350,238,90,1.6,0.2,15.5,0,0,0,0,0,0,,,2.5,,352.7,3.7,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Grosellas rojas o blancas,pieza,350,124,63,0.7,0.2,14,0.2,0,0,0,0,0,,,,,0.4,0,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guamuchil,pieza,3,77,52,2,0.7,11,0.1,0,0,0,0,0,,,,,,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guanábana,pieza,3,124,90,1,0.2,15.5,0,0,0,0,0,0,,,2,,0,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guanábana Cimarrona,pieza,1,90,52,2,0.7,11,0,0,0,0,0,0,,,,,,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guayaba,pieza,1,77,52,2,0.7,11,0.1,0,0,0,0,0,,,,,,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guayaba rosa,pieza,90,63,63,1.6,0.4,16.3,0,0,0,0,0,0,,,,,,,,,,,frutas,page_031.png,,,,,,,,,,,,,,,
Guayabas en almíbar,1 pieza,45,45,40,0,0,12.6,0,0,0,,,,,,,,18.9,167,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Higo,2 pieza,72,80,53,0.6,0.1,13.8,0.1,11.7,0,,,,,10.1,25.9,0.3,1.4,133.1,12.7,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Higo deshidratado,1 pieza,19,19,47,0.6,0.2,11.9,0,9,0,,,,,2.4,26.9,0.4,1,23,9.8,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Jinicuil,250 gramos,250,250,73,0.5,0.5,13.5,0,14.9,0,,,,,11.4,21.7,0.9,5.5,233.5,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Jugo de arándano natural sin azúcar adicionada,1/2 taza,123,123,57,0.1,0,15,0,14.8,0,,,,,9.6,14.8,0.2,0,240,,,,7.3,frutas,page_032.png,,,,,,,,,,,,,,,
Jugo de fresa natural,3/4 taza,192,192,73,0.6,0.1,15,0,12,0,,,,,19.5,12.5,0.1,0,103,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Jugo de guayaba natural,1/3 taza,92,92,58,0.7,0,15.6,0,14.9,0,,,,,82.6,36.3,0,0.2,240,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Jugo de limón,3/4 taza,180,180,45,0.6,0,12.5,0,11.6,0,,,,,11.7,15.2,0.4,0,194.3,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
Jugo de mamey,1/2 taza,120,120,46,0.8,0.1,15,0.1,10.1,0,,,,,45.7,43.3,0,0,110.5,,,,,frutas,page_032.png,,,,,,,,,,,,,,,
